No.,Time,Source,Destination,Protocol,Length,Info,,,,,,,,,,Time 2,Time 1,,Delay,,Delay 2,Delay 1,Jitter
670,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
671,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
672,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
673,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
674,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
675,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
676,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
677,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
678,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
679,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
680,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
681,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
682,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
683,13.042486,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
684,13.043083,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
685,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
686,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
687,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
688,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
689,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
690,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
691,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
692,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
693,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
694,13.04426,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
695,13.044635,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
696,13.046233,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
697,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
698,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
699,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
700,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
701,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
702,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
703,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
704,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
705,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
706,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
707,13.047027,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
708,13.047655,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
709,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
710,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
711,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
712,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
713,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
714,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
715,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
716,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
717,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
718,13.048948,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
719,13.0496,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
720,13.050442,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
721,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
722,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
723,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
724,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
725,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
726,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
727,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
728,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
729,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
730,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
731,13.051643,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
732,13.052298,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
733,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
734,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
735,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
736,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
737,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
738,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
739,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
740,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
741,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
742,13.053565,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
743,13.054112,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
744,13.056215,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
745,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
746,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
747,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
748,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
749,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
750,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
751,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
752,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
753,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
754,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
755,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
756,13.056546,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
757,13.057115,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
758,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
759,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
760,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
761,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
762,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
763,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
764,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
765,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
766,13.058072,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
767,13.058486,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
768,13.060667,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
769,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
770,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
771,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
772,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
773,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
774,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
775,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
776,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
777,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
778,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
779,13.061113,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
780,13.061885,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
781,13.063082,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
782,13.063082,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
783,13.063082,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
784,13.063082,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
785,13.063082,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
786,13.063082,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
787,13.063558,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
788,13.064032,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
789,13.064032,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
790,13.064032,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
791,13.064032,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
792,13.064397,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
793,13.067259,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
794,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
795,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
796,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
797,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
798,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
799,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
800,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
801,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
802,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
803,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
804,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
805,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
806,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
807,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
808,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
809,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
810,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
811,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
812,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
813,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
814,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
815,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
816,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
817,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
818,13.070329,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
819,13.071144,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
820,13.071482,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
821,13.073232,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
822,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
823,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
824,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
825,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
826,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
827,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
828,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
829,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
830,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
831,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
832,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
833,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
834,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
835,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
836,13.073927,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
837,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
838,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
839,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
840,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
841,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
842,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
843,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
844,13.074679,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
845,13.074914,192.168.1.6,118.98.109.76,UDP,89,56588  >  443 Len=47,,,,,,,,,,,,,,,,,
846,13.07518,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
847,13.076075,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
848,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
849,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
850,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
851,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
852,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
853,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
854,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
855,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
856,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
857,13.077175,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
858,13.077797,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
859,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
860,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
861,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
862,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
863,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
864,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
865,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
866,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
867,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
868,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
869,13.081139,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
870,13.081832,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
871,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
872,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
873,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
874,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
875,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
876,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
877,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
878,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
879,13.082158,118.98.109.76,192.168.1.6,UDP,68,443  >  56588 Len=26,,,,,,,,,,,,,,,,,
880,13.082158,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
881,13.08266,192.168.1.6,118.98.109.76,UDP,76,56588  >  443 Len=34,,,,,,,,,,,,,,,,,
882,13.083037,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
883,13.083557,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
884,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
885,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
886,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
887,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
888,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
889,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
890,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
891,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
892,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
893,13.08511,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
894,13.085697,192.168.1.6,118.98.109.76,UDP,75,56588  >  443 Len=33,,,,,,,,,,,,,,,,,
895,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
896,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
897,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
898,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
899,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
900,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
901,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
902,13.087132,118.98.109.76,192.168.1.6,UDP,1392,443  >  56588 Len=1350,,,,,,,,,,,,,,,,,
